,Transcript,Len,TranscriptClean,sent,TranscriptHighlights,VerbMatches,PrepMatches,SceneGraph,EmbeddedClauses
10,"Oh, that's really weird. Okay, let us just try it out. I do see the transcripts are all working fine.",101,"Oh, that really weird. Okay, let us just try it out. I do see the transcripts are all working fine.","['Oh, that really weird', ' Okay, let us just try it out', ' I do see the transcripts are all working fine', '']",[],"['let', 'just try', 'see', 'working']",['out'],"{'entities': [{'span': 'the transcripts', 'lemma_span': 'the transcript', 'head': 'transcripts', 'lemma_head': 'transcript', 'span_bounds': (18, 20), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}], 'type': 'unknown'}], 'relations': []}",[]
11,"Yeah, and I can see you're their service joining in second.",59,"Yeah, and I can see you're their service joining in second.","[""Yeah, and I can see you're their service joining in second"", '']",[],"['can see', 'joining']",['in second'],"{'entities': [{'span': 'their service', 'lemma_span': '-PRON- service', 'head': 'service', 'lemma_head': 'service', 'span_bounds': (8, 10), 'modifiers': [], 'type': 'unknown'}, {'span': 'second', 'lemma_span': 'second', 'head': 'second', 'lemma_head': 'second', 'span_bounds': (12, 13), 'modifiers': [], 'type': 'unknown'}], 'relations': [{'subject': 0, 'object': 1, 'relation': 'in', 'lemma_relation': 'in'}]}",[]
12,We can restart again if that's okay.,36,We can restart again if that okay.,"['We can restart again if that okay', '']",[],['can restart'],[],"{'entities': [], 'relations': []}",[]
13,"Yeah, we will have to restart it.",33,"Yeah, we will have to restart it.","['Yeah, we will have to restart it', '']",[],"['will', 'restart']",[],"{'entities': [], 'relations': []}",[]
14,"Hey, we made it.",16,"Hey, we made it.","['Hey, we made it', '']",[],['made'],[],"{'entities': [], 'relations': []}",[]
15,God I don't was ok. Cool now that you guys are here.,52,God I don't was ok. Cool now that you guys are here.,"[""God I don't was ok"", ' Cool now that you guys are here', '']",[],[],[],"{'entities': [{'span': 'you guys', 'lemma_span': '-PRON- guy', 'head': 'guys', 'lemma_head': 'guy', 'span_bounds': (10, 12), 'modifiers': [], 'type': 'unknown'}], 'relations': []}","[['I was ok'], ['guys are here']]"
16,So here's the agenda that I thought we would be able to cover today.,68,So here the agenda that I thought we would be able to cover today.,"['So here the agenda that I thought we would be able to cover today', '']",[],"['thought', 'would', 'cover']",[],"{'entities': [{'span': 'So here the agenda', 'lemma_span': 'so here the agenda', 'head': 'agenda', 'lemma_head': 'agenda', 'span_bounds': (0, 4), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}], 'type': 'unknown'}], 'relations': []}",[]
17,"So let us start with the company update and then get into sales update. And then after that towards the end, we will cover any CX updates and after that open Flow. Does it sound good?",183,"So let us start with the company update and then get into sales update. And then after that towards the end, we will cover any CX updates and after that open Flow. Does it sound good?","['So let us start with the company update and then get into sales update', ' And then after that towards the end, we will cover any CX updates and after that open Flow', ' Does it sound good', '']","['company update', 'sales update', 'CX updates']","['So let', 'start', 'will cover', 'sound']","['with the company update', 'into sales update', 'after that towards the end', 'towards the end', 'after that open Flow']","{'entities': [{'span': 'the company update', 'lemma_span': 'the company update', 'head': 'company update', 'lemma_head': 'company update', 'span_bounds': (5, 8), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}], 'type': 'scene'}, {'span': 'sales update', 'lemma_span': 'sale update', 'head': 'sales update', 'lemma_head': 'sale update', 'span_bounds': (12, 14), 'modifiers': [], 'type': 'unknown'}, {'span': 'the end', 'lemma_span': 'the end', 'head': 'end', 'lemma_head': 'end', 'span_bounds': (20, 22), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}], 'type': 'unknown'}, {'span': 'any CX updates', 'lemma_span': 'any CX update', 'head': 'CX updates', 'lemma_head': 'CX update', 'span_bounds': (26, 29), 'modifiers': [{'dep': 'det', 'span': 'any', 'lemma_span': 'any'}], 'type': 'unknown'}, {'span': 'that open Flow', 'lemma_span': 'that open Flow', 'head': 'Flow', 'lemma_head': 'Flow', 'span_bounds': (31, 34), 'modifiers': [{'dep': 'det', 'span': 'that', 'lemma_span': 'that'}, {'dep': 'amod', 'span': 'open', 'lemma_span': 'open'}], 'type': 'unknown'}], 'relations': []}",[]
18,"Yeah, that sounds good. I can just do some very quick updates of specifically. Like or last quarter. I think it was just give me a second. Okay, I am pulling out. I am just pulling out my notes. Just to make sure that I kind of like talk through what I am supposed to talk about.",279,"Yeah, that sounds good. I can just do some very quick updates of specifically. Like or last quarter. I think it was just give me a second. Okay, I am pulling out. I am just pulling out my notes. Just to make sure that I kind of like talk through what I am supposed to talk about.","['Yeah, that sounds good', ' I can just do some very quick updates of specifically', ' Like or last quarter', ' I think it was just give me a second', ' Okay, I am pulling out', ' I am just pulling out my notes', ' Just to make sure that I kind of like talk through what I am supposed to talk about', '']",['quick updates'],"['sounds', 'can', 'think', 'just give', 'pulling', 'just pulling', 'make', 'supposed', 'talk']","['of specifically', 'out', 'out', 'through I am supposed what to talk about', 'about']","{'entities': [{'span': 'some very quick updates', 'lemma_span': 'some very quick update', 'head': 'updates', 'lemma_head': 'update', 'span_bounds': (10, 14), 'modifiers': [{'dep': 'det', 'span': 'some', 'lemma_span': 'some'}, {'dep': 'amod', 'span': 'quick', 'lemma_span': 'quick'}], 'type': 'unknown'}, {'span': 'last quarter', 'lemma_span': 'last quarter', 'head': 'quarter', 'lemma_head': 'quarter', 'span_bounds': (19, 21), 'modifiers': [{'dep': 'amod', 'span': 'last', 'lemma_span': 'last'}], 'type': 'unknown'}, {'span': 'a second', 'lemma_span': 'a second', 'head': 'second', 'lemma_head': 'second', 'span_bounds': (29, 31), 'modifiers': [{'dep': 'det', 'span': 'a', 'lemma_span': 'a'}], 'type': 'unknown'}, {'span': 'my notes', 'lemma_span': '-PRON- note', 'head': 'notes', 'lemma_head': 'note', 'span_bounds': (44, 46), 'modifiers': [], 'type': 'unknown'}, {'span': 'what', 'lemma_span': 'what', 'head': 'what', 'lemma_head': 'what', 'span_bounds': (58, 59), 'modifiers': [], 'type': 'unknown'}], 'relations': []}",[]
19,"What is it called? I know what it is called. Yeah, I had this weird issue of not remembering exactly. What am I supposed to pull out? Yeah, it's like note-taking is crazy. So just very quick update. So I think we just announced are some of the financial results of the third quarter. So I think we delivered another quarter of the incredible growth at a scale with Revenue growth of 75 percent year-over-year every company needs to focus. Hassan bowling create digital experiences for their customers and I think we're becoming the modern customer engagement platform that can actually add conversation Intelligence on literally every channel of communication. Which is kind of like opening up a new era of data which never existed before our we are going to have a big conference in the next quarter which I think that our announcements there will further Drive the vision of the company and the future that we are feeling towards overall. I can just talk through some of the financial highlights that are very critical for I think all of us on this call to be acquainted with especially when talk about our external stakeholders. Our total revenue was 295 million for the third quarter. It was out by 75% from the third quarter of the last year and seven percent sequentially. Last year and seven percent sequentially from the second quarter of 2019 total revenue includes the revenue from some of our API offerings and the aggregated bi dashboards that we had started releasing at the early of this year. That you guys are already aware of which is the apis sdks and the bi dashboard that we released any questions so far, or I can just keep going specifically towards the new introductions and the key metrics and the recent business highlights if you guys are interested roll deeper. Do you guys want me to continue going?",1827,"What is it called? I know what it is called. Yeah, I had this weird issue of not remembering exactly. What am I supposed to pull out? Yeah, it like note taking is crazy. So just very quick update. So I think we just announced are some of the financial results of the third quarter. So I think we delivered another quarter of the incredible growth at a scale with Revenue growth of 75 percent year over year every company needs to focus. Hassan bowling create digital experiences for their customers and I think we're becoming the modern customer engagement platform that can actually add conversation Intelligence on literally every channel of communication. Which is kind of like opening up a new era of data which never existed before our we are going to have a big conference in the next quarter which I think that our announcements there will further Drive the vision of the company and the future that we are feeling towards overall. I can just talk through some of the financial highlights that are very critical for I think all of us on this call to be acquainted with especially when talk about our external stakeholders. Our total revenue was 295 million for the third quarter. It was out by 75% from the third quarter of the last year and seven percent sequentially. Last year and seven percent sequentially from the second quarter of 2019 total revenue includes the revenue from some of our API offerings and the aggregated bi dashboards that we had started releasing at the early of this year. That you guys are already aware of which is the apis sdks and the bi dashboard that we released any questions so far, or I can just keep going specifically towards the new introductions and the key metrics and the recent business highlights if you guys are interested roll deeper. Do you guys want me to continue going?","['What is it called', ' I know what it is called', ' Yeah, I had this weird issue of not remembering exactly', ' What am I supposed to pull out', ' Yeah, it like note taking is crazy', ' So just very quick update', ' So I think we just announced are some of the financial results of the third quarter', ' So I think we delivered another quarter of the incredible growth at a scale with Revenue growth of 75 percent year over year every company needs to focus', "" Hassan bowling create digital experiences for their customers and I think we're becoming the modern customer engagement platform that can actually add conversation Intelligence on literally every channel of communication"", ' Which is kind of like opening up a new era of data which never existed before our we are going to have a big conference in the next quarter which I think that our announcements there will further Drive the vision of the company and the future that we are feeling towards overall', ' I can just talk through some of the financial highlights that are very critical for I think all of us on this call to be acquainted with especially when talk about our external stakeholders', ' Our total revenue was 295 million for the third quarter', ' It was out by 75% from the third quarter of the last year and seven percent sequentially', ' Last year and seven percent sequentially from the second quarter of 2019 total revenue includes the revenue from some of our API offerings and the aggregated bi dashboards that we had started releasing at the early of this year', ' That you guys are already aware of which is the apis sdks and the bi dashboard that we released any questions so far, or I can just keep going specifically towards the new introductions and the key metrics and the recent business highlights if you guys are interested roll deeper', ' Do you guys want me to continue going', '']","['weird issue', 'financial results', 'third quarter', 'incredible growth', 'Revenue growth', 'percent year', 'Hassan bowling', 'digital experiences', 'new era', 'big conference', 'next quarter', 'financial highlights', 'external stakeholders', 'total revenue', 'third quarter', 'third quarter', 'last year', 'Last year', 'second quarter', 'total revenue', 'API offerings', 'bi dashboards', 'new introductions']","['called', 'know', 'called', 'remembering', 'supposed', 'pull', 'taking', 'think', 'just announced', 'think', 'delivered', 'needs', 'focus', 'create', 'think', 'becoming', 'can actually add', 'opening', 'never existed', 'going', 'think', 'there will', 'further Drive', 'feeling', 'can just talk', 'think', 'acquainted', 'includes', 'started releasing', 'released', 'can just keep going', 'highlights', 'want', 'continue going']","['of not remembering exactly', 'out', 'of the financial results of the third quarter', 'of the third quarter', 'of the incredible growth', 'at a scale with Revenue growth of 75 percent year over year every company needs to focus', 'with Revenue growth of 75 percent year over year', 'of 75 percent year over year', 'over year', 'for their customers', 'on literally every channel of communication', 'of communication', 'up', 'of data', 'before', 'in the next quarter', 'of the company and the future', 'that towards overall', 'through some of the financial highlights that are very critical', 'of the financial highlights that are very critical', 'for', 'of us', 'on this call', 'with especially when talk about our external stakeholders', 'about our external stakeholders', 'for the third quarter', 'by 75 %', 'from the third quarter of the last year and', 'of the last year', 'from the second quarter of 2019 total revenue', 'of 2019 total revenue', 'from some of our API offerings and', 'of our API offerings', 'at the early of this year', 'of this year', 'of which', 'towards the new introductions and the key metrics and the recent business highlights']","{'entities': [{'span': 'What', 'lemma_span': 'what', 'head': 'What', 'lemma_head': 'what', 'span_bounds': (0, 1), 'modifiers': [], 'type': 'unknown'}, {'span': 'this weird issue', 'lemma_span': 'this weird issue', 'head': 'issue', 'lemma_head': 'issue', 'span_bounds': (16, 19), 'modifiers': [{'dep': 'det', 'span': 'this', 'lemma_span': 'this'}, {'dep': 'amod', 'span': 'weird', 'lemma_span': 'weird'}], 'type': 'unknown'}, {'span': 'What', 'lemma_span': 'what', 'head': 'What', 'lemma_head': 'what', 'span_bounds': (24, 25), 'modifiers': [], 'type': 'unknown'}, {'span': 'So just very quick update', 'lemma_span': 'so just very quick update', 'head': 'update', 'lemma_head': 'update', 'span_bounds': (41, 46), 'modifiers': [{'dep': 'amod', 'span': 'quick', 'lemma_span': 'quick'}], 'type': 'unknown'}, {'span': 'the financial results', 'lemma_span': 'the financial result', 'head': 'results', 'lemma_head': 'result', 'span_bounds': (56, 59), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}, {'dep': 'amod', 'span': 'financial', 'lemma_span': 'financial'}], 'type': 'unknown'}, {'span': 'the third quarter', 'lemma_span': 'the third quarter', 'head': 'quarter', 'lemma_head': 'quarter', 'span_bounds': (60, 63), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}, {'dep': 'amod', 'span': 'third', 'lemma_span': 'third'}], 'type': 'unknown'}, {'span': 'another quarter', 'lemma_span': 'another quarter', 'head': 'quarter', 'lemma_head': 'quarter', 'span_bounds': (69, 71), 'modifiers': [{'dep': 'det', 'span': 'another', 'lemma_span': 'another'}], 'type': 'unknown'}, {'span': 'the incredible growth', 'lemma_span': 'the incredible growth', 'head': 'growth', 'lemma_head': 'growth', 'span_bounds': (72, 75), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}, {'dep': 'amod', 'span': 'incredible', 'lemma_span': 'incredible'}], 'type': 'unknown'}, {'span': 'a scale', 'lemma_span': 'a scale', 'head': 'scale', 'lemma_head': 'scale', 'span_bounds': (76, 78), 'modifiers': [{'dep': 'det', 'span': 'a', 'lemma_span': 'a'}], 'type': 'unknown'}, {'span': 'Revenue growth', 'lemma_span': 'revenue growth', 'head': 'Revenue growth', 'lemma_head': 'revenue growth', 'span_bounds': (79, 81), 'modifiers': [], 'type': 'unknown'}, {'span': '75 percent year', 'lemma_span': '75 percent year', 'head': 'percent year', 'lemma_head': 'percent year', 'span_bounds': (82, 85), 'modifiers': [], 'type': 'scene'}, {'span': 'year', 'lemma_span': 'year', 'head': 'year', 'lemma_head': 'year', 'span_bounds': (86, 87), 'modifiers': [], 'type': 'unknown'}, {'span': 'every company', 'lemma_span': 'every company', 'head': 'company', 'lemma_head': 'company', 'span_bounds': (87, 89), 'modifiers': [{'dep': 'det', 'span': 'every', 'lemma_span': 'every'}], 'type': 'unknown'}, {'span': 'Hassan bowling', 'lemma_span': 'Hassan bowling', 'head': 'Hassan bowling', 'lemma_head': 'Hassan bowling', 'span_bounds': (93, 95), 'modifiers': [], 'type': 'scene'}, {'span': 'digital experiences', 'lemma_span': 'digital experience', 'head': 'experiences', 'lemma_head': 'experience', 'span_bounds': (96, 98), 'modifiers': [{'dep': 'amod', 'span': 'digital', 'lemma_span': 'digital'}], 'type': 'unknown'}, {'span': 'their customers', 'lemma_span': '-PRON- customer', 'head': 'customers', 'lemma_head': 'customer', 'span_bounds': (99, 101), 'modifiers': [], 'type': 'unknown'}, {'span': 'the modern customer engagement platform', 'lemma_span': 'the modern customer engagement platform', 'head': 'engagement platform', 'lemma_head': 'engagement platform', 'span_bounds': (107, 112), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}, {'dep': 'amod', 'span': 'modern', 'lemma_span': 'modern'}], 'type': 'unknown'}, {'span': 'conversation Intelligence', 'lemma_span': 'conversation Intelligence', 'head': 'conversation Intelligence', 'lemma_head': 'conversation Intelligence', 'span_bounds': (116, 118), 'modifiers': [], 'type': 'unknown'}, {'span': 'literally every channel', 'lemma_span': 'literally every channel', 'head': 'channel', 'lemma_head': 'channel', 'span_bounds': (119, 122), 'modifiers': [{'dep': 'det', 'span': 'every', 'lemma_span': 'every'}], 'type': 'unknown'}, {'span': 'communication', 'lemma_span': 'communication', 'head': 'communication', 'lemma_head': 'communication', 'span_bounds': (123, 124), 'modifiers': [], 'type': 'unknown'}, {'span': 'a new era', 'lemma_span': 'a new era', 'head': 'era', 'lemma_head': 'era', 'span_bounds': (132, 135), 'modifiers': [{'dep': 'det', 'span': 'a', 'lemma_span': 'a'}, {'dep': 'amod', 'span': 'new', 'lemma_span': 'new'}], 'type': 'unknown'}, {'span': 'data', 'lemma_span': 'datum', 'head': 'data', 'lemma_head': 'datum', 'span_bounds': (136, 137), 'modifiers': [], 'type': 'unknown'}, {'span': 'a big conference', 'lemma_span': 'a big conference', 'head': 'conference', 'lemma_head': 'conference', 'span_bounds': (147, 150), 'modifiers': [{'dep': 'det', 'span': 'a', 'lemma_span': 'a'}, {'dep': 'amod', 'span': 'big', 'lemma_span': 'big'}], 'type': 'unknown'}, {'span': 'the next quarter', 'lemma_span': 'the next quarter', 'head': 'quarter', 'lemma_head': 'quarter', 'span_bounds': (151, 154), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}, {'dep': 'amod', 'span': 'next', 'lemma_span': 'next'}], 'type': 'unknown'}, {'span': 'our announcements', 'lemma_span': '-PRON- announcement', 'head': 'announcements', 'lemma_head': 'announcement', 'span_bounds': (158, 160), 'modifiers': [], 'type': 'unknown'}, {'span': 'the vision', 'lemma_span': 'the vision', 'head': 'vision', 'lemma_head': 'vision', 'span_bounds': (164, 166), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}], 'type': 'unknown'}, {'span': 'the company', 'lemma_span': 'the company', 'head': 'company', 'lemma_head': 'company', 'span_bounds': (167, 169), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}], 'type': 'unknown'}, {'span': 'the future', 'lemma_span': 'the future', 'head': 'future', 'lemma_head': 'future', 'span_bounds': (170, 172), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}], 'type': 'unknown'}, {'span': 'the financial highlights', 'lemma_span': 'the financial highlight', 'head': 'highlights', 'lemma_head': 'highlight', 'span_bounds': (186, 189), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}, {'dep': 'amod', 'span': 'financial', 'lemma_span': 'financial'}], 'type': 'unknown'}, {'span': 'this call', 'lemma_span': 'this call', 'head': 'call', 'lemma_head': 'call', 'span_bounds': (200, 202), 'modifiers': [{'dep': 'det', 'span': 'this', 'lemma_span': 'this'}], 'type': 'unknown'}, {'span': 'especially when talk', 'lemma_span': 'especially when talk', 'head': 'talk', 'lemma_head': 'talk', 'span_bounds': (206, 209), 'modifiers': [], 'type': 'unknown'}, {'span': 'our external stakeholders', 'lemma_span': '-PRON- external stakeholder', 'head': 'stakeholders', 'lemma_head': 'stakeholder', 'span_bounds': (210, 213), 'modifiers': [{'dep': 'amod', 'span': 'external', 'lemma_span': 'external'}], 'type': 'unknown'}, {'span': 'Our total revenue', 'lemma_span': '-PRON- total revenue', 'head': 'revenue', 'lemma_head': 'revenue', 'span_bounds': (214, 217), 'modifiers': [{'dep': 'amod', 'span': 'total', 'lemma_span': 'total'}], 'type': 'unknown'}, {'span': 'the third quarter', 'lemma_span': 'the third quarter', 'head': 'quarter', 'lemma_head': 'quarter', 'span_bounds': (221, 224), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}, {'dep': 'amod', 'span': 'third', 'lemma_span': 'third'}], 'type': 'unknown'}, {'span': '75%', 'lemma_span': '75 %', 'head': '%', 'lemma_head': '%', 'span_bounds': (229, 231), 'modifiers': [{'dep': 'nummod', 'span': '75', 'lemma_span': '75'}], 'type': 'unknown'}, {'span': 'the third quarter', 'lemma_span': 'the third quarter', 'head': 'quarter', 'lemma_head': 'quarter', 'span_bounds': (232, 235), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}, {'dep': 'amod', 'span': 'third', 'lemma_span': 'third'}], 'type': 'unknown'}, {'span': 'the last year', 'lemma_span': 'the last year', 'head': 'year', 'lemma_head': 'year', 'span_bounds': (236, 239), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}, {'dep': 'amod', 'span': 'last', 'lemma_span': 'last'}], 'type': 'unknown'}, {'span': 'Last year', 'lemma_span': 'last year', 'head': 'year', 'lemma_head': 'year', 'span_bounds': (244, 246), 'modifiers': [{'dep': 'amod', 'span': 'Last', 'lemma_span': 'last'}], 'type': 'unknown'}, {'span': 'the second quarter', 'lemma_span': 'the second quarter', 'head': 'quarter', 'lemma_head': 'quarter', 'span_bounds': (251, 254), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}, {'dep': 'amod', 'span': 'second', 'lemma_span': 'second'}], 'type': 'unknown'}, {'span': '2019 total revenue', 'lemma_span': '2019 total revenue', 'head': 'revenue', 'lemma_head': 'revenue', 'span_bounds': (255, 258), 'modifiers': [{'dep': 'nummod', 'span': '2019', 'lemma_span': '2019'}, {'dep': 'amod', 'span': 'total', 'lemma_span': 'total'}], 'type': 'unknown'}, {'span': 'the revenue', 'lemma_span': 'the revenue', 'head': 'revenue', 'lemma_head': 'revenue', 'span_bounds': (259, 261), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}], 'type': 'unknown'}, {'span': 'our API offerings', 'lemma_span': '-PRON- API offering', 'head': 'API offerings', 'lemma_head': 'API offering', 'span_bounds': (264, 267), 'modifiers': [], 'type': 'unknown'}, {'span': 'the aggregated bi dashboards', 'lemma_span': 'the aggregated bi dashboard', 'head': 'bi dashboards', 'lemma_head': 'bi dashboard', 'span_bounds': (268, 272), 'modifiers': [], 'type': 'unknown'}, {'span': 'this year', 'lemma_span': 'this year', 'head': 'year', 'lemma_head': 'year', 'span_bounds': (281, 283), 'modifiers': [{'dep': 'det', 'span': 'this', 'lemma_span': 'this'}], 'type': 'unknown'}, {'span': 'you guys', 'lemma_span': '-PRON- guy', 'head': 'guys', 'lemma_head': 'guy', 'span_bounds': (285, 287), 'modifiers': [], 'type': 'unknown'}, {'span': 'the apis sdks', 'lemma_span': 'the apis sdks', 'head': 'sdks', 'lemma_head': 'sdks', 'span_bounds': (293, 296), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}, {'dep': 'amod', 'span': 'apis', 'lemma_span': 'apis'}], 'type': 'unknown'}, {'span': 'the bi dashboard', 'lemma_span': 'the bi dashboard', 'head': 'bi dashboard', 'lemma_head': 'bi dashboard', 'span_bounds': (297, 300), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}], 'type': 'unknown'}, {'span': 'any questions', 'lemma_span': 'any question', 'head': 'questions', 'lemma_head': 'question', 'span_bounds': (303, 305), 'modifiers': [{'dep': 'det', 'span': 'any', 'lemma_span': 'any'}], 'type': 'unknown'}, {'span': 'the new introductions', 'lemma_span': 'the new introduction', 'head': 'introductions', 'lemma_head': 'introduction', 'span_bounds': (316, 319), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}, {'dep': 'amod', 'span': 'new', 'lemma_span': 'new'}], 'type': 'unknown'}, {'span': 'the key metrics', 'lemma_span': 'the key metric', 'head': 'metrics', 'lemma_head': 'metric', 'span_bounds': (320, 323), 'modifiers': [{'dep': 'det', 'span': 'the', 'lemma_span': 'the'}, {'dep': 'amod', 'span': 'key', 'lemma_span': 'key'}], 'type': 'unknown'}, {'span': 'you guys', 'lemma_span': '-PRON- guy', 'head': 'guys', 'lemma_head': 'guy', 'span_bounds': (329, 331), 'modifiers': [], 'type': 'unknown'}, {'span': 'you guys', 'lemma_span': '-PRON- guy', 'head': 'guys', 'lemma_head': 'guy', 'span_bounds': (337, 339), 'modifiers': [], 'type': 'unknown'}], 'relations': [{'subject': 4, 'object': 5, 'relation': 'of', 'lemma_relation': 'of'}, {'subject': 6, 'object': 7, 'relation': 'of', 'lemma_relation': 'of'}, {'subject': 8, 'object': 9, 'relation': 'with', 'lemma_relation': 'with'}, {'subject': 9, 'object': 10, 'relation': 'of', 'lemma_relation': 'of'}, {'subject': 10, 'object': 11, 'relation': 'over', 'lemma_relation': 'over'}, {'subject': 13, 'object': 14, 'relation': 'create', 'lemma_relation': 'create'}, {'subject': 14, 'object': 15, 'relation': 'for', 'lemma_relation': 'for'}, {'subject': 18, 'object': 19, 'relation': 'of', 'lemma_relation': 'of'}, {'subject': 20, 'object': 21, 'relation': 'of', 'lemma_relation': 'of'}, {'subject': 24, 'object': 25, 'relation': 'Drive', 'lemma_relation': 'drive'}, {'subject': 25, 'object': 26, 'relation': 'of', 'lemma_relation': 'of'}, {'subject': 30, 'object': 31, 'relation': 'about', 'lemma_relation': 'about'}, {'subject': 35, 'object': 36, 'relation': 'of', 'lemma_relation': 'of'}, {'subject': 37, 'object': 38, 'relation': 'sequentially from', 'lemma_relation': 'sequentially from'}, {'subject': 38, 'object': 39, 'relation': 'of', 'lemma_relation': 'of'}, {'subject': 37, 'object': 40, 'relation': 'includes', 'lemma_relation': 'include'}, {'subject': 37, 'object': 42, 'relation': 'includes', 'lemma_relation': 'include'}]}",[]
20,"So yeah, go for it.",19,"So yeah, go for it.","['So yeah, go for it', '']",[],['go'],['for it'],"{'entities': [], 'relations': []}",[]
21,"I do have a question. Yeah, so what are our next quarter goals?",63,"I do have a question. Yeah, so what are our next quarter goals?","['I do have a question', ' Yeah, so what are our next quarter goals', '']",['quarter goals'],[],[],"{'entities': [{'span': 'a question', 'lemma_span': 'a question', 'head': 'question', 'lemma_head': 'question', 'span_bounds': (3, 5), 'modifiers': [{'dep': 'det', 'span': 'a', 'lemma_span': 'a'}], 'type': 'unknown'}, {'span': 'what', 'lemma_span': 'what', 'head': 'what', 'lemma_head': 'what', 'span_bounds': (9, 10), 'modifiers': [], 'type': 'unknown'}, {'span': 'our next quarter goals', 'lemma_span': '-PRON- next quarter goal', 'head': 'quarter goals', 'lemma_head': 'quarter goal', 'span_bounds': (11, 15), 'modifiers': [], 'type': 'unknown'}], 'relations': [{'subject': 2, 'object': 1, 'relation': 'are', 'lemma_relation': 'be'}]}","[['I have a question'], ['our next quarter goals are what']]"
22,"So I think next quarter. We are targeting at least 80 percent increase in our Revenue targets. In our Revenue targets. We have been doing a tremendous Revenue increase quarter by quarter, and we need to be able to continue it over exceed our expectations which lands us at somewhere around 400 million and that's really what we were expecting.",343,"So I think next quarter. We are targeting at least 80 percent increase in our Revenue targets. In our Revenue targets. We have been doing a tremendous Revenue increase quarter by quarter, and we need to be able to continue it over exceed our expectations which lands us at somewhere around 400 million and that really what we were expecting.","['So I think next quarter', ' We are targeting at least 80 percent increase in our Revenue targets', ' In our Revenue targets', ' We have been doing a tremendous Revenue increase quarter by quarter, and we need to be able to continue it over exceed our expectations which lands us at somewhere around 400 million and that really what we were expecting', '']","['percent increase', 'Revenue targets', 'Revenue targets', 'tremendous Revenue increase']","['think', 'targeting', 'doing', 'need', 'continue', 'over exceed', 'lands', 'expecting']","['in our Revenue targets', 'In our Revenue targets .', 'by quarter', 'around']","{'entities': [{'span': 'at least 80 percent increase', 'lemma_span': 'at least 80 percent increase', 'head': 'percent increase', 'lemma_head': 'percent increase', 'span_bounds': (9, 14), 'modifiers': [{'dep': 'nummod', 'span': '80', 'lemma_span': '80'}], 'type': 'scene'}, {'span': 'our Revenue targets', 'lemma_span': '-PRON- revenue target', 'head': 'Revenue targets', 'lemma_head': 'revenue target', 'span_bounds': (15, 18), 'modifiers': [], 'type': 'unknown'}, {'span': 'our Revenue targets', 'lemma_span': '-PRON- revenue target', 'head': 'Revenue targets', 'lemma_head': 'revenue target', 'span_bounds': (20, 23), 'modifiers': [], 'type': 'unknown'}, {'span': 'a tremendous Revenue increase', 'lemma_span': 'a tremendous revenue increase', 'head': 'Revenue increase', 'lemma_head': 'revenue increase', 'span_bounds': (28, 32), 'modifiers': [{'dep': 'det', 'span': 'a', 'lemma_span': 'a'}, {'dep': 'amod', 'span': 'tremendous', 'lemma_span': 'tremendous'}], 'type': 'unknown'}, {'span': 'quarter', 'lemma_span': 'quarter', 'head': 'quarter', 'lemma_head': 'quarter', 'span_bounds': (34, 35), 'modifiers': [], 'type': 'unknown'}, {'span': 'our expectations', 'lemma_span': '-PRON- expectation', 'head': 'expectations', 'lemma_head': 'expectation', 'span_bounds': (47, 49), 'modifiers': [], 'type': 'unknown'}, {'span': 'what', 'lemma_span': 'what', 'head': 'what', 'lemma_head': 'what', 'span_bounds': (60, 61), 'modifiers': [], 'type': 'unknown'}], 'relations': [{'subject': 0, 'object': 1, 'relation': 'in', 'lemma_relation': 'in'}]}",[]
